Employee_ID,Attrition_rate
EID_17093,0.168
EID_23356,0.202
EID_17895,0.171
EID_8186,0.186
EID_19358,0.217
EID_6030,0.174
EID_17457,0.186
EID_14976,0.198
EID_8914,0.172
EID_5721,0.186
EID_11266,0.2
EID_17012,0.211
EID_7554,0.171
EID_3087,0.174
EID_19716,0.183
EID_21723,0.237
EID_13072,0.24
EID_9776,0.191
EID_25927,0.17
EID_5593,0.168
EID_13954,0.2
EID_16034,0.179
EID_1719,0.185
EID_23054,0.207
EID_15591,0.195
EID_5178,0.175
EID_24346,0.197
EID_21264,0.214
EID_3292,0.19
EID_14975,0.214
EID_9165,0.192
EID_23369,0.178
EID_18767,0.199
EID_10153,0.186
EID_2542,0.184
EID_23826,0.196
EID_20391,0.194
EID_8633,0.164
EID_5875,0.19
EID_12699,0.182
EID_12982,0.186
EID_16392,0.129
EID_8185,0.177
EID_15462,0.189
EID_4853,0.277
EID_17622,0.258
EID_23074,0.233
EID_6390,0.173
EID_24539,0.174
EID_12963,0.179
EID_8649,0.19
EID_11810,0.184
EID_3598,0.214
EID_13511,0.2
EID_16014,0.19
EID_24791,0.21
EID_3417,0.165
EID_24668,0.164
EID_4508,0.187
EID_25150,0.232
EID_25934,0.177
EID_6308,0.194
EID_10508,0.219
EID_18724,0.18
EID_10536,0.152
EID_18738,0.163
EID_15949,0.172
EID_20722,0.186
EID_14963,0.172
EID_6682,0.185
EID_8365,0.168
EID_17999,0.234
EID_24499,0.22
EID_20389,0.184
EID_12123,0.221
EID_19203,0.169
EID_3538,0.182
EID_19811,0.209
EID_11473,0.183
EID_3032,0.147
EID_8419,0.154
EID_9052,0.202
EID_15837,0.206
EID_6644,0.193
EID_16894,0.172
EID_10552,0.188
EID_14750,0.209
EID_16659,0.189
EID_4472,0.164
EID_4076,0.204
EID_5163,0.193
EID_25923,0.201
EID_24806,0.204
EID_3742,0.177
EID_19722,0.163
EID_18033,0.235
EID_16718,0.198
EID_13182,0.218
EID_23021,0.189
EID_20329,0.175
EID_8770,0.177
EID_11234,0.217
EID_18881,0.184
EID_1365,0.217
EID_19318,0.21
EID_19343,0.171
EID_4435,0.212
EID_22102,0.21
EID_24095,0.171
EID_9897,0.184
EID_21635,0.192
EID_16514,0.226
EID_1997,0.186
EID_10324,0.195
EID_6487,0.21
EID_21197,0.243
EID_19082,0.187
EID_17562,0.161
EID_8738,0.172
EID_13687,0.219
EID_19572,0.17
EID_24909,0.155
EID_21814,0.18
EID_12083,0.218
EID_25919,0.19
EID_19140,0.16
EID_23924,0.178
EID_1208,0.196
EID_18170,0.21
EID_18699,0.202
EID_1318,0.14
EID_14941,0.215
EID_6540,0.183
EID_20936,0.246
EID_9705,0.232
EID_24181,0.171
EID_22138,0.218
EID_23044,0.202
EID_9038,0.197
EID_3247,0.167
EID_19630,0.228
EID_8655,0.176
EID_10423,0.217
EID_3946,0.191
EID_16512,0.246
EID_12473,0.203
EID_11571,0.197
EID_14381,0.178
EID_12675,0.242
EID_1930,0.173
EID_20155,0.178
EID_22902,0.172
EID_24145,0.184
EID_5342,0.189
EID_8334,0.172
EID_25708,0.177
EID_19991,0.195
EID_5499,0.217
EID_5953,0.173
EID_7444,0.176
EID_6218,0.197
EID_12891,0.189
EID_16456,0.197
EID_20256,0.187
EID_9959,0.22
EID_8845,0.2
EID_1662,0.148
EID_8739,0.212
EID_20695,0.203
EID_19446,0.199
EID_12441,0.195
EID_13066,0.213
EID_8911,0.182
EID_22200,0.177
EID_9689,0.192
EID_1668,0.204
EID_8120,0.178
EID_22777,0.197
EID_19141,0.217
EID_22674,0.189
EID_16121,0.166
EID_14662,0.218
EID_23290,0.173
EID_20144,0.182
EID_23052,0.2
EID_25575,0.17
EID_23724,0.189
EID_14759,0.194
EID_25209,0.182
EID_17753,0.19
EID_4693,0.252
EID_17284,0.208
EID_9131,0.197
EID_24625,0.166
EID_24912,0.193
EID_19612,0.195
EID_9147,0.161
EID_6891,0.147
EID_10639,0.181
EID_5880,0.149
EID_22547,0.25
EID_10066,0.169
EID_7126,0.168
EID_4929,0.211
EID_24750,0.194
